Ambient Temp (degC),Time (s),Arclength_0.0 (mm),Arclength_6.0 (mm),Arclength_12.0 (mm),Arclength_18.0 (mm),Arclength_24.0 (mm),Arclength_30.0 (mm),Arclength_36.0 (mm),Arclength_42.0 (mm),Arclength_48.0 (mm),Arclength_54.0 (mm),Arclength_60.0 (mm),Arclength_61.2271618164903 (mm),Arclength_62.4656655809871 (mm),Arclength_63.7328160075048 (mm),Arclength_65.0 (mm),Electric Potential (V)
1,3600,44.86368685174672,50.15959101423611,50.60276578027927,50.497573949276926,50.31204067430207,50.20188231604632,49.97770896054814,49.6226655059568,49.42706206283366,49.28828660086662,48.09615099935273,47.86341008017013,50.70506064518472,54.562070068602175,105.82292669566644,4.756181205990837
1,7200,31.936863576152547,35.710980050913555,36.02469955102092,35.94978512638502,35.81720671333646,35.73815250238277,35.57759159562321,35.324223376748634,35.18438123522192,35.08597996283186,34.23966018728868,34.07299726385335,36.1006568331291,38.843476062867424,75.33432528507767,3.524706465308149
1,10800,45.1531717478418,50.483103083857166,50.92919213804362,50.8233216346257,50.63660238003862,50.52574472709899,50.300143029899445,49.94280763398904,49.74593917077705,49.60625579096052,48.40641742742712,48.17222425680747,51.03209554767126,54.91401842322394,106.5060030769524,4.756145224422577
1,14400,31.93891398620422,35.71327563540692,36.02702283847941,35.95209086744905,35.81950680685286,35.74044802308387,35.57987725924609,35.32649399109376,35.186643603826056,35.08823477158852,34.24186076081064,34.07518729085972,36.10297650614059,38.84597296255046,75.33916731895661,3.5247217911263107
1,18000,45.15327039188033,50.48321594280488,50.929309587163175,50.82343305569957,50.636712461427,50.52585451011393,50.30025158555699,49.94291434842931,49.74604739116976,49.60636515535245,48.40652364888994,48.1723306062578,51.03220865982455,54.914139918137145,106.5062390563282,4.756153229516576
1,21600,31.93851757017651,35.71283280549844,36.02657671628901,35.951643444432705,35.819059386363065,35.740005269369995,35.57943829652511,35.3260554641918,35.18620704766295,35.087800193958984,34.24144114866799,34.07476815130071,36.10253107413137,38.84549375426194,75.33823602372607,3.5247320991976707
2,3600,44.41032268552552,49.66103322261077,50.10616241500668,50.00179579370704,49.81818650392649,49.70867876090023,49.48617357575928,49.12887062308011,48.933551959115015,48.79094074408306,47.61050649622575,47.385471850135296,50.203026118466,54.01834276574599,104.79500037310042,4.754340794292942
2,7200,30.690601531508943,34.3235081101075,34.62932728582609,34.557144148338395,34.4297504208203,34.35343887034972,34.19871435930989,33.95120354530059,33.815655265597975,33.717460608234816,32.90373892949666,32.747145337923044,34.6989944833726,37.33302670479884,72.42166383896836,3.5447292932540155
2,10800,44.69146165152532,49.975272764609976,50.4232736417798,50.31824963284043,50.13348775362422,50.0232928383619,49.79939713595651,49.43983808509844,49.24328519303864,49.09975960259375,47.91184476161642,47.6854328283264,50.52071115984855,54.36020602770167,105.45865989368626,4.754305333129331
2,14400,30.69286361068105,34.3260378593529,34.63188040499996,34.559692992777386,34.43229091333954,34.355975962470474,34.201238106104185,33.95370769879156,33.81815100422013,33.719947113562945,32.90616832337511,32.74956205850499,34.70155366392386,37.33578135081723,72.42700750802496,3.54473911997056
2,18000,44.69154322331467,49.97536524980004,50.423374243459946,50.31834260933991,50.133583956343976,50.02339033935717,49.79949364354823,49.43993277973702,49.24337947585312,49.09985409761569,47.91193281077298,47.68552168195107,50.52080751921194,54.36030755700682,105.45885668653284,4.75431067360704
2,21600,30.692619429845937,34.325762347054834,34.631599723950515,34.559419047342715,34.43202045665721,34.355704778800416,34.20096962455019,33.953441615093936,33.817885788969065,33.719683903079485,32.90591066707607,32.749305744717155,34.701283022327914,37.33549008488461,72.42644156024957,3.54474507990048
3,3600,43.97946222788225,49.18801396090935,49.63547135444549,49.53091631399036,49.34936990769458,49.239767102856405,49.01872066401657,48.660034638988094,48.46433981397195,48.3195159166721,47.15403652597877,46.93311357868833,49.72740997491727,53.50280160539752,103.8203122229398,4.752574794339461
3,7200,29.6181420873965,33.130253257319815,33.429776320506626,33.35929805376101,33.23651651086706,33.162069139170235,33.012263782310136,32.77013601765685,32.63779177668901,32.540596561381946,31.757537696960306,31.607612101407245,33.4941065276501,36.03421750897782,69.91814494227881,3.5602335782342656
3,10800,44.25411410635556,49.49506005526642,49.94536571248299,49.84015728368654,49.65748812630948,49.54720858454962,49.3247931819864,48.96386743641963,48.76695058655692,48.62120897602013,47.448441487675126,47.22618528521586,50.03782455157763,53.83681740568194,104.46888619565875,4.752541932675769
3,14400,29.620411890774427,33.13278960769863,33.43233458522347,33.361857539822466,33.23906910061103,33.16461647333223,33.014795390539376,32.77264773351897,32.640293329525186,32.543089319533834,31.75996994759115,31.610032168020027,33.496669992054166,36.03697627922515,69.92349765127162,3.56024155202728
3,18000,44.254192828519,49.495147253565776,49.94545434638841,49.840248867475545,49.657577745539406,49.54730153586142,49.324893939885,48.96396839236661,48.76705275547659,48.621312968649946,47.4485427028037,47.22628662467484,50.037930339404426,53.83693072554257,104.46910570467637,4.752547167200397
3,21600,29.620224916156506,33.13258234020712,33.4321268706669,33.36164322314461,33.23885404297528,33.16440325633077,33.014586786275586,32.7724413804506,32.64008729771025,32.542885053329115,31.759771298956537,31.609834825963933,33.49646095719755,36.03675125781476,69.92306106570061,3.5602466577842686
4,3600,43.57012093059775,48.73900540510003,49.1876941770936,49.08439752123074,48.9019240428747,48.79366684205812,48.56386695042197,48.21327888111404,48.01686199509321,47.86966863364822,46.72204066308097,46.50400832213141,49.274610511752805,53.01221381199261,102.8929095663184,4.750879959787989
4,7200,28.681905827159863,32.08897560426209,32.382514466985214,32.31444656829202,32.19379784915654,32.12190341580242,31.969692304106623,31.738347766883365,31.608504237555103,31.51192722587756,30.75814592496253,30.61342683784392,32.44189938784981,34.90002978404634,67.73285093324014,3.5722338834069305
4,10800,43.83930775618731,49.03999816851409,49.49150967291664,49.38758290260033,49.20399465040427,49.09507938678155,48.86387196653224,48.511115307585314,48.31348583603024,48.16537290890639,47.01064509343005,46.79131136510957,49.578925611467454,53.33964438817242,103.52883723330568,4.750849398595536
4,14400,28.68424802617809,32.09159519373097,32.385158193970014,32.31708555870229,32.196422980149606,32.124523278377026,31.972299575756644,31.740935865317848,31.61108405406538,31.51449977908547,30.76065600035645,30.61592603090265,32.44454684924949,34.90287833928002,67.7383795215892,3.5722406254162635
4,18000,43.83935193375496,49.04004627568875,49.49155980477634,49.38763046243709,49.20403819574211,49.095119446588704,48.86391653836085,48.51116242940911,48.31353381926336,48.165419834139534,47.01069006568895,46.79135579259558,49.57897332504661,53.33969591167458,103.52893713783348,4.750854553179946
4,21600,28.684041374348524,32.09136483493819,32.38492600371309,32.31685616318339,32.1961979042685,32.12429590257956,31.97207237721444,31.740709786390028,31.610855668096114,31.514271245571287,30.76042803494007,30.615700552568043,32.44430970898724,34.90262238993281,67.73788336051203,3.572245065413736
5,3600,43.17917717227062,48.31006181163299,48.76154028895348,48.657609908207526,48.47713116883444,48.36340611172231,48.133366717321934,47.782669237080285,47.59279112517504,47.4381219162017,46.31060674461408,46.09552231902296,48.84332113762162,52.54499159031715,102.0093525389616,4.749253120163802
5,7200,27.853623545249,31.16784252903894,31.45724467158217,31.3901253262104,31.27316320426296,31.199167376110324,31.04984548124334,30.823065418113337,30.700065854355923,30.60056052480351,29.87481430800096,29.734848730615088,31.511924061653644,33.897557849051935,65.80179159668583,3.581948307710389
5,10800,43.44306844888851,48.605180937022965,49.05946163310607,48.95489048671796,48.7733147564696,48.658905907185016,48.42747618198662,48.07463616375733,47.88360349365799,47.72798264227495,46.59357108898646,46.37721577932823,49.14170322537046,52.866018261523465,102.63297576722144,4.749224727265258
5,14400,27.855919223217587,31.17041265400717,31.459839801760936,31.392714122809124,31.27574356388887,31.20174097413604,31.052403225302104,30.825607036943403,30.70259570118945,30.603082713848902,29.877276390111057,29.737299106922933,31.514519515713147,33.90035054152477,65.8072131980995,3.581954157399803
5,18000,43.44313486442977,48.60525629218077,49.05954093769267,48.95497223259498,48.77340359764416,48.65899883702115,48.42756824256983,48.074729224355536,47.88369531050105,47.728072660366806,46.5936579667184,46.37730233346163,49.14179511106902,52.86611762400302,102.63316909184138,4.749229830089867
5,21600,27.85573262467196,31.17020346151429,31.45962908971573,31.39250181528421,31.275530648352863,31.201530167845,31.052194246258217,30.82540097088648,30.70239072222856,30.602878128372826,29.87707644491149,29.73709998441262,31.51430872277233,33.90012373762046,65.80677234597097,3.5819581858148783
6,3600,42.80564013464828,47.90016010341044,48.35471544723755,48.25129825330676,48.06776197309953,47.94758457640955,47.72833448646863,47.3703502440679,47.1879767987395,47.030619721098105,45.91688626278928,45.70527629076949,48.43133712561785,52.09842966629461,101.16639429898191,4.747691382259017
6,7200,27.114754093208667,30.34625458230242,30.632362381317705,30.566763025590305,30.44995088132224,30.37318647694611,30.23337821562756,30.00604874287179,29.89001393004705,29.790579940809263,29.08658851023776,28.951311363050177,30.68259735918246,33.00334785544523,64.0808305602615,3.5899681630891576
6,10800,43.06569212475641,48.191042248602415,48.648407863039694,48.54436527460114,48.35972673526621,48.23883172563443,48.01826442266372,47.65810477015864,47.47462365559663,47.316298956317695,46.19579189443371,45.98293768877288,48.72545778569808,52.41485195799517,101.78120716679364,4.747664862226383
6,14400,27.11707009865952,30.34884575793708,30.6349795532302,30.56937095390878,30.45255049065735,30.375781114251325,30.23595783305532,30.00861370049136,29.892568725147235,29.793127302494188,29.0890745929762,28.953786370441904,30.685220095810976,33.006169602317684,64.08630938481835,3.589973379589316
6,18000,43.06578563263751,48.19114262596528,48.64851015357589,48.54446003452861,48.35981573174428,48.238917462342485,48.01834966516371,47.65819279814676,47.47471504795712,47.316392683987104,46.1958830029555,45.98302943422121,48.72555701155751,52.41495701897036,101.78141197105236,4.747669946498857
6,21600,27.11688690570078,30.34864207147573,30.63477459119703,30.56916948732333,30.4523508126052,30.375579213919394,30.23576176146924,30.00841468235004,29.8923690247124,29.79292712354067,29.088879390176366,28.95359193918741,30.68501368798745,33.005947434172924,64.08587801920744,3.589977096220489
7,3600,42.45142970358459,47.51190255571012,47.96907382305329,47.86596847255612,47.67686322977694,47.560147359812845,47.34436346708147,46.98069018473676,46.803750508587925,46.640209559782576,45.545799732774825,45.33640170101827,48.04144961064821,51.67600896674266,100.3679935142125,4.7461916143951415
7,7200,26.45098668995228,29.608511425290214,29.89155711108146,29.827215967301527,29.70882941126008,29.635458248207613,29.50008027399393,29.272904471752987,29.162131218720525,29.060452204343832,28.379956806310297,28.248239390782928,29.938168511815665,32.20075028128343,62.5359295797443,3.596617551455052
7,10800,42.70727266496566,47.798128011485865,48.25810169296939,48.15438419746934,47.9641490135067,47.846740885688746,47.62967502027404,47.26381141390159,47.0858076176645,46.92127239603607,45.82025896889217,45.6096401307988,48.330892868715694,51.98737959641771,100.97311592155448,4.746166848471981
7,14400,26.45331900700176,29.611123279598004,29.89419453029914,29.82983956058444,29.711446597523864,29.638066362412243,29.50267783237725,29.275482918548526,29.164700187809814,29.063012656713816,28.382456392056348,28.25072830461507,29.94080593170906,32.20358715478015,62.54143827228872,3.5966221922441663
7,18000,42.707341533595134,47.79820532025906,48.25817931514806,48.15446370953956,47.964231048330376,47.84682234684391,47.62975530101577,47.26389197027066,47.08588776457663,46.9213496114244,45.82033509421817,45.60971481819912,48.33097144033472,51.98746468306844,100.97328116929567,4.746171858948885
7,21600,26.453178066885588,29.61096273036665,29.894033808905697,29.8296830758484,29.71128888350705,29.63791094680164,29.50251824858787,29.27532441937793,29.164542368622257,29.06285785310348,28.382303910587524,28.25057900305556,29.940645927477224,32.203414966993826,62.541103924794335,3.5966256098074982
8,3600,42.11010205615322,47.13833859955736,47.59883059880516,47.49290547335968,47.2967984415389,47.18888297182325,46.97294838073161,46.60560373789595,46.43358098081346,46.2667088950503,45.18709333643975,44.98030902726777,47.66522394890416,51.26864027000542,99.5990232047345,4.744751849543622
8,7200,25.8507566232798,28.941873964588773,29.22276780928025,29.15763832351169,29.0366793511604,28.969784286245208,28.83629013989411,28.61019409164444,28.504062599698685,28.401819177775025,27.74042152654903,27.61224219159668,29.264864579515848,31.47491765510511,61.13992804119846,3.6021707596550225
8,10800,42.36234897055114,47.42059219204664,47.88388418522434,47.77732485379877,47.58005282841212,47.47150198174845,47.25428858781524,46.88474771279354,46.71169917274181,46.54382071288157,45.45773045827426,45.24974770843333,47.95065038050343,51.57567257510227,100.19583894534298,4.744728670844208
8,14400,25.85305660612419,28.94445017385792,29.22537187465093,29.160231503815588,29.03926633596844,28.97236303089408,28.83885608591837,28.61274088402135,28.506599172215545,28.404345503384743,27.7428885290306,27.61469792573092,29.267466937894667,31.477716875152787,61.14536501180169,3.602174910306427
8,18000,42.36267866165744,47.42096435250868,47.88426144279333,47.777706762993375,47.58043605523778,47.47188534061878,47.25467084066952,46.88512687072193,46.71207696686899,46.54419743200741,45.4580982092416,45.25011357291169,47.95103813236518,51.57608955074076,100.19664903733856,4.744733565254063
8,21600,25.85289228499198,28.9442643408909,29.22518020883069,29.16004244593248,29.03907728033122,28.97217355722809,28.83866871435382,28.612557738503696,28.50641934284286,28.404168767142902,27.74271859310341,27.614527707677432,29.267285971481613,31.477522263676093,61.14498660958918,3.602178047701372
9,3600,41.78584908671569,46.7833437896559,47.24571054579427,47.13726056524093,46.941228484381824,46.83381479733082,46.61877425405647,46.25104847331174,46.08186001693811,45.91338382259004,44.84640508411976,44.64243338184451,47.30901525515853,50.882410378301934,98.86892924648792,4.743369047419532
9,7200,25.305199751066148,28.33596551527048,28.61418885855804,28.54840224100253,28.429111020705463,28.363403623066123,28.232239318347588,28.00894061535144,27.905941833873243,27.80409082668424,27.159252727621947,27.03449917876869,28.653707434201173,30.81573290979048,59.87175324249044,3.606837545267569
9,10800,42.03493189550924,47.06210403713861,47.5272691712662,47.41817352988388,47.22098463829276,47.11294230664172,46.89663343645848,46.52671848840241,46.35652501551916,46.187036887550384,45.11368978185955,44.90854215460009,47.590927543213695,51.18564428923527,99.45847323478188,4.74334728137032
9,14400,25.3075000696914,28.338539772924754,28.61678933474893,28.550991557877445,28.431687531199948,28.365975068080004,28.234799657075325,28.011482419226844,27.90847488124638,27.80661338720996,27.16171605832124,27.036951108814588,28.656306617333737,30.81852880327309,59.8771857569629,3.606841313786647
9,18000,42.03521953567847,47.06242556557639,47.52759499896307,47.41849799978061,47.22130746910798,47.11326682564388,46.89695893161945,46.52704182650615,46.35684400039455,46.18735238463488,45.11399761108258,44.90884767525753,47.59124980687238,51.18599154063815,99.45914829902677,4.743352100129383
9,21600,25.307341481168244,28.33836323264112,28.616610842421103,28.550816449724586,28.431513524690345,28.36579878200451,28.234622402225185,28.01130734017426,27.90830052135721,27.806441409830946,27.161548148641973,27.03678460258876,28.656129352685014,30.81833777180804,59.87681365822623,3.606844235622911
10,3600,41.47760088643597,46.44507568808363,46.9092203329411,46.79476788720092,46.60170720287449,46.49489478601501,46.280832544758965,45.91418214786891,45.7392259826465,45.579366600013074,44.52188503423676,44.32140044352198,46.97022474126511,50.51435251768167,98.17373633147352,4.742040955874496
10,7200,24.80789107576529,27.78322717141387,28.059071222672603,27.990489136241848,27.874439082015687,27.809884979067785,27.6809093988082,27.460984309606545,27.355802282673658,27.260346296594253,26.629144454618327,26.5080185671166,28.09658806233879,30.214369370745715,58.71542073612909,3.610783567260284
10,10800,41.72323125564252,46.72001283238259,47.18694734391633,47.0718212392988,46.877627713566326,46.77019134589156,46.55487454007216,46.186057751511385,46.01007075693275,45.8492612335548,44.78551030031967,44.58387768454659,47.24829842544664,50.81343364436205,98.75531748263714,4.742020603339743
10,14400,24.81018729453599,27.785798598615827,28.061668640159795,27.993083123157625,27.87702339297821,27.812464720608105,27.683478573618643,27.463534830873755,27.3583446716346,27.26288111985937,26.63162015678261,26.510483686254105,28.099199992902143,30.21717857145486,58.72087909588354,3.6107869968847934
10,18000,41.723504739021685,46.72031924099716,47.18725761120517,47.07213066265134,46.87793900988151,46.77050402584234,46.55518657555872,46.18636694488019,46.010377418040505,45.84956610442848,44.78580793675448,44.58417393926104,47.24861018766188,50.81376954589475,98.7559701406187,4.742025375933299
10,21600,24.81004767473321,27.78564184596956,28.061510330145545,27.99292168595978,27.876861852441543,27.812302623378105,27.68331680599441,27.46337297706908,27.35818301567849,27.262720993368383,26.63146181442869,26.510327038115747,28.09903438920476,30.21699945512731,58.72053116809517,3.610789715085061
11,3600,41.18471636525704,46.12057893841809,46.58593853613176,46.466991094556434,46.27662566059392,46.1699616917073,45.95698710098949,45.59281862281185,45.41405904260152,45.255818593629456,44.21276625230684,44.01500504691026,46.64651159825061,50.16301156414728,97.5091273808011,4.740765522275575
11,7200,24.35266531132912,27.275476060360525,27.54889853245785,27.47843600210293,27.365287955875964,27.30154203582829,27.17465770392388,26.95867819693808,26.852425020715643,26.758999453421623,26.14347857876717,26.02535216178198,27.585626979469225,29.66298996448637,57.65486046858341,3.614146432195932
11,10800,41.42790751851911,46.39280830620099,46.86095893974182,46.74131342813871,46.549837207827096,46.44255340790621,46.22833331267711,45.86201902138532,45.6822114795653,45.52303484333453,44.47381813028748,44.27492755664413,46.92188335102448,50.459168112832,98.0851199806403,4.7407463823911
11,14400,24.35496985593824,27.27805679807901,27.551505611028,27.48103676758168,27.36787865456805,27.30412830232128,27.17723226196256,26.961232717653857,26.854968756380742,26.761534001168787,26.145953050494093,26.027816168561777,27.58823822174692,29.66579858455696,57.66031946939016,3.61414960756082
11,18000,41.42812933423798,46.39305643716504,46.86120944672053,46.74156259885705,46.5500843384809,46.44279976554964,46.22858044983069,45.86226468922602,45.68245659366373,45.523278889633104,44.4740562852006,44.27516456276869,46.92213463166084,50.459438299304296,98.0856456577558,4.740751091961889
11,21600,24.35482968038892,27.277900928482744,27.55134882106305,27.48087757039304,27.36771780315756,27.303963530917883,27.17706933170452,26.961070161256817,26.85480732189734,26.76137466202332,26.1457974322346,26.027661866897567,27.58807432210448,29.665621778553625,57.6599748606708,3.614152174495844
12,3600,40.905699565657024,45.81078784025959,46.27778393877679,46.15039289490667,45.96987217416838,45.85949481646082,45.649340159216194,45.285894936096426,45.10990738592295,44.94678064132985,43.91824155306152,43.722953402303766,46.3379759289014,49.82870896566144,96.87701227177932,4.739540507075785
12,7200,23.9337991801876,26.80791484002392,27.079427027198143,27.00474342088041,26.89853501081212,26.83326371064861,26.709351225463752,26.49603572234313,26.3925020518966,26.29718031289339,25.69660330870147,25.581167313016472,27.115422436807684,29.15589738836552,56.679804897572254,3.617047926831392
12,10800,41.146395987934056,46.080244453105614,46.55003413045007,46.421895637394485,46.24032405626633,46.129305300511405,45.917924234178855,45.55234473339704,45.37532835480376,45.21123914897234,44.17664361995304,43.98024364316885,46.61056456520382,50.1218576740167,97.4472523123526,4.739523023799288
12,14400,23.93607408565267,26.81046178560406,27.08199935810456,27.007310591866467,26.90109225012932,26.83581742306549,26.711893787222568,26.498558253383848,26.395014795233017,26.29968324917094,25.69905002860169,25.583602698084626,27.118003031556224,29.1586726770022,56.685199418411855,3.6170511521434094
12,18000,41.14627963390628,46.08011446169917,46.54990194251138,46.42176403288785,46.24019392621274,46.1291790284819,45.917802198580304,45.55222266371542,45.37520338099596,45.21111159186234,44.17651686141456,43.98011725401468,46.61043214910396,50.121715310494565,97.44697490050206,4.739528199686475
12,21600,23.935901455608768,26.81026834695931,27.081804180164468,27.0071147399909,26.900897301421693,26.83562330882373,26.711699654708504,26.498365824300635,26.39482170653234,26.29949011143689,25.698861308571168,25.58341371819973,27.11780267424848,29.158458064396044,56.684782328906046,3.617053851905448
13,3600,40.63795300536701,45.51464916779364,45.98184613469082,45.853037556329895,45.67416860187674,45.56320004637999,45.35538255715596,44.99302577662925,44.81903648784858,44.65426985547008,43.63740019055847,43.44446978995487,46.0437163746344,49.50956024488977,96.27243945107789,4.73836399835932
13,7200,23.54637775604112,26.37612825784099,26.645120177982143,26.570337966111826,26.466102490198647,26.40111242581606,26.27974125336912,26.06910395092796,25.96771604095849,25.87234971641406,25.284356806691623,25.17141172540066,26.68163747353602,28.68787940143949,55.779414574702415,3.61957171145825
